Date,Price,Open,High,Low,Vol.,Change %,Date,Price,Open,High,Low,Vol.,Change %
"Sep 04, 1988","0,36","0,36","0,37","0,34",764.49M,2.86%,"Sep 04, 1988","266,84","264,42","268,26","263,66",552.76M,0.89%
"Aug 28, 1988","0,35","0,36","0,37","0,34",778.52M,-2.78%,"Aug 28, 1988","264,48","259,68","264,9","256,98",642.41M,1.85%
"Aug 21, 1988","0,36","0,36","0,36","0,35",627.60M,0.00%,"Aug 21, 1988","259,68","260,24","261,13","256,53",586.47M,-0.22%
"Aug 14, 1988","0,36","0,37","0,39","0,36",710.41M,-5.26%,"Aug 14, 1988","260,24","262,49","262,76","257,5",723.04M,-0.88%
"Aug 07, 1988","0,38","0,4","0,4","0,37",531.24M,-5.00%,"Aug 07, 1988","262,55","271,13","272,47","260,34",900.42M,-3.17%
"Jul 31, 1988","0,4","0,4","0,41","0,39",439.66M,0.00%,"Jul 31, 1988","271,15","272,03","274,2","270,08",779.06M,-0.32%
"Jul 24, 1988","0,4","0,38","0,4","0,38",575.58M,5.26%,"Jul 24, 1988","272,02","263,49","272,02","262,48",819.90M,3.23%
"Jul 17, 1988","0,38","0,41","0,41","0,38",608.77M,-5.00%,"Jul 17, 1988","263,5","271,99","272,05","263,29",750.65M,-3.14%
"Jul 10, 1988","0,4","0,41","0,41","0,4",435.53M,0.00%,"Jul 10, 1988","272,05","270,03","272,06","266,12",876.00M,0.75%
"Jul 03, 1988","0,4","0,42","0,42","0,4",472.00M,-4.76%,"Jul 03, 1988","270,02","271,78","276,36","269,31",653.59M,-0.65%
"Jun 26, 1988","0,42","0,4","0,42","0,4",598.35M,5.00%,"Jun 26, 1988","271,78","273,78","273,8","268,85",1.04B,-0.73%
"Jun 19, 1988","0,4","0,4","0,41","0,39",543.86M,0.00%,"Jun 19, 1988","273,78","270,67","276,88","267,52",854.97M,1.15%
"Jun 12, 1988","0,4","0,4","0,41","0,4",767.95M,0.00%,"Jun 12, 1988","270,68","271,28","276,14","268,09",1.01B,-0.21%
"Jun 05, 1988","0,4","0,38","0,41","0,38",1.19B,5.26%,"Jun 05, 1988","271,26","266,46","273,21","264,5",1.02B,1.81%
"May 29, 1988","0,38","0,36","0,39","0,35",663.24M,8.57%,"May 29, 1988","266,45","253,44","267,43","253,42",865.31M,5.14%
"May 22, 1988","0,35","0,34","0,36","0,33",632.82M,0.00%,"May 22, 1988","253,42",253,"255,34","249,82",678.73M,0.16%
"May 15, 1988","0,35","0,36","0,37","0,34",775.96M,-2.78%,"May 15, 1988","253,02","256,75","260,2","248,85",784.04M,-1.46%
"May 08, 1988","0,36","0,37","0,37","0,35",502.11M,-2.70%,"May 08, 1988","256,78","257,47","258,3","252,32",765.36M,-0.27%
"May 01, 1988","0,37","0,36","0,39","0,36",608.92M,0.00%,"May 01, 1988","257,48","261,36","263,7","257,03",755.63M,-1.47%
"Apr 24, 1988","0,37","0,36","0,37","0,36",643.19M,2.78%,"Apr 24, 1988","261,33","260,15","265,09","259,97",707.36M,0.46%
"Apr 17, 1988","0,36","0,35","0,37","0,35",774.41M,2.86%,"Apr 17, 1988","260,14","259,75","262,38","254,71",775.11M,0.14%
"Apr 10, 1988","0,35","0,37","0,38","0,34",889.98M,-5.41%,"Apr 10, 1988","259,77","269,43","272,05","255,97",923.86M,-3.59%
"Apr 03, 1988","0,37","0,35","0,38","0,34",887.56M,2.78%,"Apr 03, 1988","269,43","258,89","270,22","255,68",854.43M,4.07%
"Mar 27, 1988","0,36","0,36","0,37","0,35",978.07M,0.00%,"Mar 27, 1988","258,89","258,5","261,59","256,07",587.19M,0.15%
"Mar 20, 1988","0,36","0,4","0,4","0,36",1.01B,-10.00%,"Mar 20, 1988","258,51","271,1","271,12","258,12",786.28M,-4.65%
"Mar 13, 1988","0,4","0,41","0,42","0,4",934.04M,-2.44%,"Mar 13, 1988","271,12","264,93","272,64","264,52",876.32M,2.33%
"Mar 06, 1988","0,41","0,42","0,43","0,4",822.26M,-2.38%,"Mar 06, 1988","264,94","267,28","270,76","261,27",998.84M,-0.88%
"Feb 28, 1988","0,42","0,38","0,42","0,37",1.26B,13.51%,"Feb 28, 1988","267,3","262,46","268,75","262,46",1.04B,1.84%
"Feb 21, 1988","0,37","0,37","0,39","0,37",830.77M,0.00%,"Feb 21, 1988","262,46","261,6","267,75","260,88",955.47M,0.32%
"Feb 14, 1988","0,37","0,37","0,38","0,36",647.07M,0.00%,"Feb 14, 1988","261,61","257,61","261,61","256,57",643.94M,1.54%
"Feb 07, 1988","0,37","0,34","0,37","0,34",837.01M,8.82%,"Feb 07, 1988","257,63","250,95","258,86","247,82",897.13M,2.66%
"Jan 31, 1988","0,34","0,37","0,38","0,34",951.47M,-8.11%,"Jan 31, 1988","250,96","257,05","258,27","250,34",960.65M,-2.38%
"Jan 24, 1988","0,37","0,35","0,37","0,35",1.10B,5.71%,"Jan 24, 1988","257,07","246,53","257,07","246,5",968.30M,4.29%
"Jan 17, 1988","0,35","0,38","0,39","0,34",2.02B,-7.89%,"Jan 17, 1988","246,5","252,05","253,33","240,17",775.44M,-2.20%
"Jan 10, 1988","0,38","0,38","0,4","0,35",1.50B,5.56%,"Jan 10, 1988","252,05","243,38","253,65","240,46",817.24M,3.55%
"Jan 03, 1988","0,36","0,4","0,41","0,35",1.61B,-2.70%,"Jan 03, 1988","243,4","247,1","261,78","242,95",933.72M,-1.49%
"Dec 27, 1987","0,37","0,36","0,39","0,35",634.39M,-2.63%,"Dec 27, 1987","247,08","252,01","252,02","244,19",562.17M,-1.96%
"Dec 20, 1987","0,38","0,37","0,38","0,36",559.61M,5.56%,"Dec 20, 1987","252,03","249,14","253,35","247,01",666.35M,1.15%
"Dec 13, 1987","0,36","0,33","0,37","0,31",1.60B,20.00%,"Dec 13, 1987","249,16","235,3","249,18","235,04",1.06B,5.88%
"Dec 06, 1987","0,3","0,3","0,32","0,28",1.05B,11.11%,"Dec 06, 1987","235,32","223,98","240,09","223,92",946.04M,5.09%
"Nov 29, 1987","0,27","0,29","0,31","0,27",1.31B,-12.90%,"Nov 29, 1987","223,92","240,27","240,34","221,24",956.63M,-6.83%
"Nov 22, 1987","0,31","0,32","0,34","0,31",458.34M,-3.12%,"Nov 22, 1987","240,34",242,"247,9","240,34",568.82M,-0.69%
"Nov 15, 1987","0,32","0,34","0,34","0,3",1.16B,-3.03%,"Nov 15, 1987",242,"245,69","249,54","235,89",817.16M,-1.48%
"Nov 08, 1987","0,33","0,33","0,36","0,32",1.03B,-2.94%,"Nov 08, 1987","245,64","250,41","250,41","237,64",874.05M,-1.90%
"Nov 01, 1987","0,34","0,35","0,35","0,31",1.18B,0.00%,"Nov 01, 1987","250,41","251,73","257,21","242,78",1.06B,-0.55%
"Oct 25, 1987","0,34","0,26","0,38","0,25",1.94B,6.25%,"Oct 25, 1987","251,79","248,2","254,04","226,26",1.41B,1.44%
"Oct 18, 1987","0,32","0,33","0,43","0,29",2.16B,-25.58%,"Oct 18, 1987","248,22","282,7","282,7","216,46",2.30B,-12.20%
"Oct 11, 1987","0,43","0,48","0,49","0,42",1.39B,-10.42%,"Oct 11, 1987","282,7","311,07","314,53","281,52",1.12B,-9.12%
"Oct 04, 1987","0,48","0,52","0,53","0,48",872.34M,-7.69%,"Oct 04, 1987","311,07","328,07","328,57","310,97",878.60M,-5.18%
"Sep 27, 1987","0,52","0,51","0,52","0,48",712.61M,1.96%,"Sep 27, 1987","328,07","320,16","328,94","320,16",927.00M,2.47%
"Sep 20, 1987","0,51","0,46","0,52","0,45",827.77M,10.87%,"Sep 20, 1987","320,16","314,92","322,01","308,69",900.10M,1.68%
"Sep 13, 1987","0,46","0,49","0,49","0,46",492.67M,-6.12%,"Sep 13, 1987","314,86","322,02","323,81","313,45",825.10M,-2.21%
"Sep 06, 1987","0,49","0,45","0,5","0,43",601.38M,8.89%,"Sep 06, 1987","321,98","316,68","322,45","308,56",765.60M,1.67%
"Aug 30, 1987","0,45","0,47","0,49","0,45",813.21M,-2.17%,"Aug 30, 1987","316,7","327,03","332,18","316,53",853.50M,-3.16%
"Aug 23, 1987","0,46","0,47","0,48","0,46",674.89M,-2.13%,"Aug 23, 1987","327,04","335,89","337,89","327,03",879.00M,-2.64%
"Aug 16, 1987","0,47","0,44","0,48","0,43",768.19M,6.82%,"Aug 16, 1987","335,9","333,98","336,37","326,43",931.60M,0.57%
"Aug 09, 1987","0,44","0,41","0,45","0,41",814.17M,4.76%,"Aug 09, 1987","333,99","322,98","336,08","322,95",1.11B,3.40%
"Aug 02, 1987","0,42","0,37","0,42","0,36",720.50M,13.51%,"Aug 02, 1987",323,"318,62","324,15","314,51",971.70M,1.36%
"Jul 26, 1987","0,37","0,38","0,38","0,36",407.10M,-2.63%,"Jul 26, 1987","318,66","309,3","318,85","308,61",910.70M,3.04%
"Jul 19, 1987","0,38","0,38","0,39","0,36",489.16M,-2.56%,"Jul 19, 1987","309,27","314,56","314,59","306,1",851.50M,-1.69%
"Jul 12, 1987","0,39","0,35","0,4","0,35",972.70M,14.71%,"Jul 12, 1987","314,59","308,41","314,59","305,49",961.60M,2.02%
"Jul 05, 1987","0,34","0,36","0,37","0,33",1.03B,-5.56%,"Jul 05, 1987","308,37","305,64","309,56","304,23",930.70M,0.90%
"Jun 28, 1987","0,36","0,36","0,37","0,35",422.35M,0.00%,"Jun 28, 1987","305,63","307,15","308,15","302,53",619.90M,-0.50%
"Jun 21, 1987","0,36","0,37","0,39","0,36",619.62M,-2.70%,"Jun 21, 1987","307,16","306,98","310,27","306,32",850.20M,0.06%
"Jun 14, 1987","0,37","0,35","0,38","0,34",1.13B,5.71%,"Jun 14, 1987","306,97","301,62","306,97","301,62",888.50M,1.77%
"Jun 07, 1987","0,35","0,35","0,36","0,34",702.29M,0.00%,"Jun 07, 1987","301,62","293,46","302,26","291,55",812.00M,2.78%
"May 31, 1987","0,35","0,35","0,35","0,34",672.16M,0.00%,"May 31, 1987","293,45","290,12","295,11","286,93",736.30M,1.15%
"May 24, 1987","0,35","0,33","0,36","0,33",576.78M,6.06%,"May 24, 1987","290,1","282,16","292,87","282,16",631.20M,2.81%
"May 17, 1987","0,33","0,35","0,35","0,32",1.04B,-5.71%,"May 17, 1987","282,16","287,43","287,43","277,01",857.00M,-1.83%
"May 10, 1987","0,35","0,35","0,35","0,33",1.07B,0.00%,"May 10, 1987","287,43","293,37","298,69","287,11",862.80M,-2.02%
"May 03, 1987","0,35","0,35","0,37","0,35",1.03B,-2.78%,"May 03, 1987","293,37","288,02","296,8","286,39",906.60M,1.85%
"Apr 26, 1987","0,36","0,33","0,36","0,33",1.39B,9.09%,"Apr 26, 1987","288,03","281,52","290,08","276,22",919.60M,2.31%
"Apr 19, 1987","0,33","0,32","0,34","0,31",1.55B,3.13%,"Apr 19, 1987","281,52","286,91","293,46","281,18",868.20M,-1.88%
"Apr 12, 1987","0,32","0,31","0,33","0,3",1.25B,3.23%,"Apr 12, 1987","286,91","292,48","293,36","275,67",835.30M,-1.91%
"Apr 05, 1987","0,31","0,32","0,32","0,3",1.24B,-3.12%,"Apr 05, 1987","292,49","300,46","303,65","290,94",889.70M,-2.64%
"Mar 29, 1987","0,32","0,28","0,32","0,28",2.08B,10.34%,"Mar 29, 1987","300,41","296,1","301,3","286,69",959.20M,1.45%
"Mar 22, 1987","0,29","0,3","0,31","0,29",1.07B,-3.33%,"Mar 22, 1987","296,13","298,16","302,72","296,06",930.70M,-0.68%
"Mar 15, 1987","0,3","0,28","0,31","0,28",1.35B,7.14%,"Mar 15, 1987","298,17","289,88","298,17","286,64",910.40M,2.86%
"Mar 08, 1987","0,28","0,3","0,3","0,28",1.22B,-6.67%,"Mar 08, 1987","289,89","290,66","292,51","287,12",852.50M,-0.26%
"Mar 01, 1987","0,3","0,31","0,31","0,29",1.80B,-3.23%,"Mar 01, 1987","290,66","284,17","291,24","282,3",891.30M,2.27%
"Feb 22, 1987","0,31","0,27","0,32","0,27",2.07B,14.81%,"Feb 22, 1987","284,2","285,48","285,5","279,37",814.50M,-0.45%
"Feb 15, 1987","0,27","0,28","0,3","0,27",1.39B,-3.57%,"Feb 15, 1987","285,48","279,7","287,55","279,7",763.30M,2.07%
"Feb 08, 1987","0,28","0,24","0,28","0,23",1.89B,16.67%,"Feb 08, 1987","279,7","280,04","280,91","273,49",868.80M,-0.12%
"Feb 01, 1987","0,24","0,25","0,25","0,24",1.28B,-4.00%,"Feb 01, 1987","280,04","274,08","282,26","273,16",1.04B,2.17%
"Jan 25, 1987","0,25","0,22","0,26","0,22",2.12B,13.64%,"Jan 25, 1987","274,08","270,1","276,85","267,73",895.70M,1.47%
"Jan 18, 1987","0,22","0,22","0,25","0,21",2.69B,0.00%,"Jan 18, 1987","270,1","266,26","280,96",264,1.06B,1.43%
"Jan 11, 1987","0,22","0,2","0,23","0,2",1.91B,10.00%,"Jan 11, 1987","266,28","258,72","267,24","257,92",1.04B,2.92%
"Jan 04, 1987","0,2","0,18","0,2","0,18",1.53B,11.11%,"Jan 04, 1987","258,73","246,45","259,2","246,45",949.60M,4.98%
"Dec 28, 1986","0,18","0,18","0,19","0,18",519.23M,0.00%,"Dec 28, 1986","246,45","246,9","246,92","241,28",457.08M,-0.19%
"Dec 21, 1986","0,18","0,19","0,19","0,18",595.17M,-5.26%,"Dec 21, 1986","246,92","249,73","249,73","245,85",490.57M,-1.13%
"Dec 14, 1986","0,19","0,18","0,19","0,18",886.26M,5.56%,"Dec 14, 1986","249,73","247,31","250,04","244,92",854.10M,0.96%
"Dec 07, 1986","0,18","0,19","0,2","0,18",1.28B,-10.00%,"Dec 07, 1986","247,35","251,16","252,36","247,02",690.00M,-1.52%
"Nov 30, 1986","0,2","0,18","0,2","0,17",1.54B,11.11%,"Nov 30, 1986","251,17","249,22","254,87","245,72",861.00M,0.78%
"Nov 23, 1986","0,18","0,17","0,18","0,16",1.28B,12.50%,"Nov 23, 1986","249,22","245,86","249,22","245,21",550.93M,1.37%
"Nov 16, 1986","0,16","0,16","0,17","0,15",1.20B,0.00%,"Nov 16, 1986","245,86","244,5","246,38","235,51",860.70M,0.56%
"Nov 09, 1986","0,16","0,16","0,16","0,16",559.69M,0.00%,"Nov 09, 1986","244,5","245,75","247,67","241,96",737.00M,-0.52%
"Nov 02, 1986","0,16","0,16","0,17","0,15",1.50B,6.67%,"Nov 02, 1986","245,77","243,97","247,05","243,93",792.20M,0.73%
"Oct 26, 1986","0,15","0,15","0,16","0,15",795.83M,0.00%,"Oct 26, 1986","243,98","238,22","244,51","236,72",784.90M,2.40%
"Oct 19, 1986","0,15","0,15","0,15","0,14",555.65M,0.00%,"Oct 19, 1986","238,26","238,84","239,76","234,78",621.40M,-0.24%
"Oct 12, 1986","0,15","0,15","0,16","0,15",792.06M,0.00%,"Oct 12, 1986","238,84","235,52","240,18","234,37",597.09M,1.43%
"Oct 05, 1986","0,15","0,15","0,15","0,14",470.56M,0.00%,"Oct 05, 1986","235,48","233,71","238,2","233,17",613.55M,0.76%
"Sep 28, 1986","0,15","0,15","0,16","0,14",761.89M,0.00%,"Sep 28, 1986","233,71","232,23","236,16","228,08",640.30M,0.64%
"Sep 21, 1986","0,15","0,15","0,16","0,15",1.01B,0.00%,"Sep 21, 1986","232,23","232,2","237,06","230,64",642.90M,0.01%
"Sep 14, 1986","0,15","0,14","0,16","0,14",814.69M,7.14%,"Sep 14, 1986","232,21","230,67","233,81","228,32",713.90M,0.67%
"Sep 07, 1986","0,14","0,16","0,16","0,14",715.93M,-12.50%,"Sep 07, 1986","230,67","250,47","250,47","228,74",909.20M,-7.91%
"Aug 31, 1986","0,16","0,16","0,17","0,15",649.42M,-5.88%,"Aug 31, 1986","250,47","252,93","254,13","247,59",659.80M,-0.97%
"Aug 24, 1986","0,17","0,16","0,17","0,16",759.61M,6.25%,"Aug 24, 1986","252,93","250,19","254,24","247,76",654.70M,1.10%
"Aug 17, 1986","0,16","0,16","0,16","0,15",766.82M,0.00%,"Aug 17, 1986","250,19","247,15","250,61","245,48",632.00M,1.23%
"Aug 10, 1986","0,16","0,14","0,17","0,14",1.03B,14.29%,"Aug 10, 1986","247,15","236,88","247,15","236,87",661.00M,4.34%
"Aug 03, 1986","0,14","0,14","0,15","0,14",716.80M,0.00%,"Aug 03, 1986","236,88","234,91","238,31","231,92",639.30M,0.84%
"Jul 27, 1986","0,14","0,15","0,15","0,13",1.54B,-6.67%,"Jul 27, 1986","234,91","240,2","240,25","233,07",618.00M,-2.21%
"Jul 20, 1986","0,15","0,15","0,15","0,15",1.01B,7.14%,"Jul 20, 1986","240,22","236,36","240,36","235,53",644.80M,1.63%
"Jul 13, 1986","0,14","0,17","0,17","0,14",1.64B,-17.65%,"Jul 13, 1986","236,36","242,22","242,22","233,6",750.10M,-2.42%
"Jul 06, 1986","0,17","0,17","0,17","0,15",1.25B,0.00%,"Jul 06, 1986","242,22","251,79","251,81","239,07",725.90M,-3.80%
"Jun 29, 1986","0,17","0,16","0,17","0,16",484.49M,6.25%,"Jun 29, 1986","251,79","249,6","253,2","249,6",541.10M,0.88%
"Jun 22, 1986","0,16","0,16","0,16","0,15",557.42M,0.00%,"Jun 22, 1986","249,6","247,58","250,13","244,45",684.10M,0.82%
"Jun 15, 1986","0,16","0,16","0,16","0,15",1.33B,0.00%,"Jun 15, 1986","247,58","245,73","247,6","242,57",630.30M,0.75%
"Jun 08, 1986","0,16","0,17","0,17","0,16",952.87M,-5.88%,"Jun 08, 1986","245,73","245,67","245,91","238,23",626.00M,0.02%
"Jun 01, 1986","0,17","0,17","0,17","0,16",1.15B,0.00%,"Jun 01, 1986","245,67","246,04","247,74","242,59",574.10M,-0.68%
"May 25, 1986","0,17","0,16","0,17","0,16",520.64M,0.00%,"May 25, 1986","247,35","241,35","249,19","241,35",567.70M,2.49%
"May 18, 1986","0,17","0,16","0,17","0,15",1.16B,6.25%,"May 18, 1986","241,35","232,76","242,16","232,41",591.04M,3.69%
"May 11, 1986","0,16","0,15","0,17","0,15",1.90B,6.67%,"May 11, 1986","232,76","237,85","238,53","232,26",621.80M,-2.14%
"May 04, 1986","0,15","0,14","0,15","0,14",1.02B,7.14%,"May 04, 1986","237,85","234,79","238,28","233,98",626.90M,1.30%
"Apr 27, 1986","0,14","0,14","0,15","0,13",767.54M,0.00%,"Apr 27, 1986","234,79","242,29","243,57","234,15",693.00M,-3.10%
"Apr 20, 1986","0,14","0,13","0,15","0,13",1.58B,7.69%,"Apr 20, 1986","242,29","242,38","245,47","240,08",736.20M,-0.04%
"Apr 13, 1986","0,13","0,12","0,13","0,12",944.97M,8.33%,"Apr 13, 1986","242,38","235,97","243,47","235,43",719.20M,2.72%
"Apr 06, 1986","0,12","0,12","0,12","0,12",634.32M,0.00%,"Apr 06, 1986","235,97","228,69","237,85","226,3",756.60M,3.18%
"Mar 30, 1986","0,12","0,13","0,13","0,12",1.07B,-7.69%,"Mar 30, 1986","228,69","238,97","239,86","228,32",742.60M,-4.30%
"Mar 23, 1986","0,13","0,12","0,13","0,12",1.02B,8.33%,"Mar 23, 1986","238,97","233,34","240,11","232,92",622.70M,2.41%
"Mar 16, 1986","0,12","0,12","0,13","0,11",1.72B,0.00%,"Mar 16, 1986","233,34","236,55","237,35","233,29",782.60M,-1.36%
"Mar 09, 1986","0,12","0,11","0,12","0,11",765.05M,9.09%,"Mar 09, 1986","236,55","225,57","236,55","225,36",880.90M,4.87%
"Mar 02, 1986","0,11","0,11","0,11","0,11",572.48M,0.00%,"Mar 02, 1986","225,57","226,92","227,33","222,18",794.00M,-0.59%
"Feb 23, 1986","0,11","0,11","0,12","0,11",869.84M,0.00%,"Feb 23, 1986","226,92","224,58","227,92","222,63",824.10M,1.02%
"Feb 16, 1986","0,11","0,11","0,11","0,1",610.78M,0.00%,"Feb 16, 1986","224,62","219,76","224,62","219,22",629.50M,2.21%
"Feb 09, 1986","0,11","0,11","0,11","0,1",645.26M,0.00%,"Feb 09, 1986","219,76","214,56","219,76","214,47",699.70M,2.42%
"Feb 02, 1986","0,11","0,1","0,11","0,1",1.07B,10.00%,"Feb 02, 1986","214,56","211,78","215,27","210,82",745.80M,1.31%
"Jan 26, 1986","0,1","0,1","0,11","0,1",1.59B,0.00%,"Jan 26, 1986","211,78","206,43","212,42","206,43",731.20M,2.59%
"Jan 19, 1986","0,1","0,11","0,11","0,1",690.77M,-9.09%,"Jan 19, 1986","206,43","208,43","208,43","202,6",604.04M,-0.96%
"Jan 12, 1986","0,11","0,1","0,11","0,1",1.79B,10.00%,"Jan 12, 1986","208,43","205,96","209,4","205,52",607.60M,1.20%
"Jan 05, 1986","0,1","0,1","0,1","0,1",1.86B,0.00%,"Jan 05, 1986","205,96","210,88","214,57","204,51",732.21M,-2.33%
"Dec 29, 1985","0,1","0,1","0,1","0,1",330.51M,0.00%,"Dec 29, 1985","210,88","209,61","211,61","208,93",408.63M,0.61%
"Dec 22, 1985","0,1","0,1","0,1","0,1",376.57M,0.00%,"Dec 22, 1985","209,61","210,57","210,94","206,44",329.81M,-0.63%
"Dec 15, 1985","0,1","0,09","0,1","0,09",1.43B,11.11%,"Dec 15, 1985","210,94","209,94","213,08","209,24",769.60M,0.48%
"Dec 08, 1985","0,09","0,09","0,09","0,09",954.80M,0.00%,"Dec 08, 1985","209,94","202,99","210,31","202,98",827.40M,3.42%
"Dec 01, 1985","0,09","0,09","0,09","0,09",610.98M,0.00%,"Dec 01, 1985","202,99","202,17","205,86","200,1",672.90M,0.41%
"Nov 24, 1985","0,09","0,08","0,09","0,08",552.41M,12.50%,"Nov 24, 1985","202,17","201,52","203,4","200,08",442.57M,0.32%
"Nov 17, 1985","0,08","0,09","0,09","0,08",489.66M,-11.11%,"Nov 17, 1985","201,52","198,11","202,01","197,51",623.70M,1.72%
"Nov 10, 1985","0,09","0,09","0,09","0,09",675.07M,0.00%,"Nov 10, 1985","198,11","193,72","199,58","193,7",662.10M,2.27%
"Nov 03, 1985","0,09","0,08","0,09","0,08",1.07B,12.50%,"Nov 03, 1985","193,72","191,45","193,97","190,66",587.60M,1.14%
"Oct 27, 1985","0,08","0,08","0,09","0,08",664.56M,0.00%,"Oct 27, 1985","191,53","187,52","191,53","186,93",579.78M,2.14%
"Oct 20, 1985","0,08","0,08","0,08","0,08",803.71M,0.00%,"Oct 20, 1985","187,52","187,04","189,45","186,79",553.58M,0.26%
"Oct 13, 1985","0,08","0,07","0,09","0,07",1.32B,14.29%,"Oct 13, 1985","187,04","184,31","188,52","184,28",553.94M,1.50%
"Oct 06, 1985","0,07","0,07","0,07","0,06",641.76M,0.00%,"Oct 06, 1985","184,28","183,22","184,28","181,16",479.14M,0.58%
"Sep 29, 1985","0,07","0,07","0,07","0,07",264.95M,0.00%,"Sep 29, 1985","183,22","181,3","185,94","181,22",609.80M,1.06%
"Sep 22, 1985","0,07","0,08","0,08","0,07",371.57M,0.00%,"Sep 22, 1985","181,29","182,05","184,65","179,45",400.89M,-0.42%
"Sep 15, 1985","0,07","0,07","0,08","0,07",662.37M,0.00%,"Sep 15, 1985","182,05","182,91","183,99","180,78",486.00M,-0.47%
"Sep 08, 1985","0,07","0,07","0,07","0,07",522.88M,0.00%,"Sep 08, 1985","182,91","188,24","188,8","182,05",513.45M,-2.83%
"Sep 01, 1985","0,07","0,07","0,07","0,07",210.63M,0.00%,"Sep 01, 1985","188,24","188,63","188,63","186,89",356.22M,-0.21%
"Aug 25, 1985","0,07","0,07","0,07","0,07",218.51M,0.00%,"Aug 25, 1985","188,63","187,17","189,13","186,46",408.24M,0.78%
"Aug 18, 1985","0,07","0,07","0,07","0,07",359.16M,0.00%,"Aug 18, 1985","187,17","186,1","189,23","186,1",419.91M,0.57%
"Aug 11, 1985","0,07","0,07","0,07","0,06",576.22M,0.00%,"Aug 11, 1985","186,1","188,32","188,32","186,1",417.43M,-1.18%
"Aug 04, 1985","0,07","0,07","0,07","0,06",515.87M,0.00%,"Aug 04, 1985","188,32","191,48","191,48","187,39",468.26M,-1.65%
"Jul 28, 1985","0,07","0,07","0,07","0,07",396.70M,0.00%,"Jul 28, 1985","191,48","192,4","192,42","189,3",531.82M,-0.48%
"Jul 21, 1985","0,07","0,08","0,08","0,07",975.32M,-12.50%,"Jul 21, 1985","192,4","195,13","195,13","190,66",596.04M,-1.40%
"Jul 14, 1985","0,08","0,08","0,08","0,08",633.20M,0.00%,"Jul 14, 1985","195,13","193,29","196,07","192,55",642.50M,0.95%
"Jul 07, 1985","0,08","0,08","0,08","0,08",458.10M,0.00%,"Jul 07, 1985","193,29","192,47","193,32","190,81",534.03M,0.40%
"Jun 30, 1985","0,08","0,08","0,08","0,08",286.25M,0.00%,"Jun 30, 1985","192,52","191,85","192,67","191,17",368.04M,0.35%
"Jun 23, 1985","0,08","0,07","0,08","0,07",960.09M,14.29%,"Jun 23, 1985","191,85","188,77","191,85","187,84",517.77M,1.18%
"Jun 16, 1985","0,07","0,07","0,07","0,06",1.03B,0.00%,"Jun 16, 1985","189,61","187,1","189,66","185,97",510.27M,1.34%
"Jun 09, 1985","0,07","0,07","0,07","0,06",1.81B,0.00%,"Jun 09, 1985","187,1","189,68","189,68","185,03",487.83M,-1.36%
"Jun 02, 1985","0,07","0,08","0,08","0,07",2.01B,-12.50%,"Jun 02, 1985","189,68","189,55","191,29","188,88",601.13M,0.07%
"May 26, 1985","0,08","0,08","0,08","0,07",1.44B,0.00%,"May 26, 1985","189,55","188,29","189,59","187,09",429.54M,0.67%
"May 19, 1985","0,08","0,1","0,1","0,08",1.30B,-20.00%,"May 19, 1985","188,29","187,42","189,98","187,29",564.87M,0.46%
"May 12, 1985","0,1","0,09","0,1","0,09",781.81M,11.11%,"May 12, 1985","187,42","184,28","187,94","183,65",513.31M,1.70%
"May 05, 1985","0,09","0,09","0,09","0,09",571.29M,0.00%,"May 05, 1985","184,28","180,08","184,74","179,82",538.45M,2.33%
"Apr 28, 1985","0,09","0,1","0,1","0,09",702.17M,-10.00%,"Apr 28, 1985","180,08","182,18","182,34","178,35",504.83M,-1.15%
"Apr 21, 1985","0,1","0,1","0,1","0,09",507.16M,0.00%,"Apr 21, 1985","182,18","181,11","183,61","180,25",483.60M,0.59%
"Apr 14, 1985","0,1","0,09","0,1","0,09",549.18M,11.11%,"Apr 14, 1985","181,11","180,54","182,56","180,19",456.87M,0.32%
"Apr 07, 1985","0,09","0,09","0,1","0,09",908.75M,0.00%,"Apr 07, 1985","180,54","179,03","180,91","177,86",466.76M,0.84%
"Mar 31, 1985","0,09","0,1","0,1","0,09",746.01M,-10.00%,"Mar 31, 1985","179,03","180,66","181,86","178,29",373.99M,-0.90%
"Mar 24, 1985","0,1","0,1","0,1","0,1",559.53M,0.00%,"Mar 24, 1985","180,66","179,04","180,66","177,85",466.15M,0.90%
"Mar 17, 1985","0,1","0,1","0,1","0,09",944.03M,0.00%,"Mar 17, 1985","179,04","176,53","180,22","176,53",515.90M,1.42%
"Mar 10, 1985","0,1","0,1","0,1","0,09",1.18B,0.00%,"Mar 10, 1985","176,53","179,1","180,14","176,53",487.25M,-1.43%
"Mar 03, 1985","0,1","0,11","0,12","0,09",1.69B,-9.09%,"Mar 03, 1985","179,1","183,23","183,41","179,07",543.89M,-2.25%
"Feb 24, 1985","0,11","0,12","0,12","0,11",1.26B,-8.33%,"Feb 24, 1985","183,23","179,36","183,89","178,13",552.24M,2.16%
"Feb 17, 1985","0,12","0,12","0,12","0,12",904.56M,0.00%,"Feb 17, 1985","179,36","181,6","182,1","179,23",406.28M,-1.23%
"Feb 10, 1985","0,12","0,13","0,14","0,12",1.70B,-7.69%,"Feb 10, 1985","181,6","182,19","183,95","179,45",603.80M,-0.32%
