Date,Price,Open,High,Low,Vol.,Change %,Date,Price,Open,High,Low,Vol.,Change %
"Feb 20, 2005","1,59","1,54","1,61","1,52",5.01B,2.58%,"Feb 20, 2005","1211,37","1201,59","1212,15","1184,16",6.29B,0.81%
"Feb 13, 2005","1,55","1,48","1,62","1,47",7.92B,6.90%,"Feb 13, 2005","1201,59","1205,3","1212,44","1197,35",7.44B,-0.31%
"Feb 06, 2005","1,45","1,41","1,46","1,37",4.91B,2.84%,"Feb 06, 2005","1205,3","1203,03","1208,38","1191,54",7.33B,0.19%
"Jan 30, 2005","1,41","1,33","1,43","1,33",4.69B,6.82%,"Jan 30, 2005","1203,03","1171,36","1203,47","1171,36",8.13B,2.70%
"Jan 23, 2005","1,32","1,27","1,32","1,26",3.86B,4.76%,"Jan 23, 2005","1171,36","1167,87","1177,5","1163,75",7.98B,0.30%
"Jan 16, 2005","1,26","1,25","1,28","1,24",3.59B,0.80%,"Jan 16, 2005","1167,87","1184,52","1195,98","1167,82",6.43B,-1.41%
"Jan 09, 2005","1,25","1,25","1,33","1,13",11.32B,0.81%,"Jan 09, 2005","1184,52","1186,19","1194,78","1175,64",7.39B,-0.14%
"Jan 02, 2005","1,24","1,16","1,24","1,12",5.41B,7.83%,"Jan 02, 2005","1186,19","1211,92","1217,8","1182,16",8.02B,-2.12%
"Dec 26, 2004","1,15","1,16","1,16","1,11",2.25B,0.88%,"Dec 26, 2004","1211,92","1210,13","1217,33","1204,92",4.45B,0.15%
"Dec 19, 2004","1,14","1,17","1,18","1,1",3.04B,-1.72%,"Dec 19, 2004","1210,13","1194,2","1213,66","1193,36",5.25B,1.33%
"Dec 12, 2004","1,16","1,17","1,21","1,15",3.17B,0.00%,"Dec 12, 2004","1194,2",1188,"1207,97",1188,8.81B,0.52%
"Dec 05, 2004","1,16","1,15","1,19","1,11",4.53B,3.57%,"Dec 05, 2004",1188,"1191,17","1192,41","1173,79",7.48B,-0.27%
"Nov 28, 2004","1,12","1,23","1,24","1,1",5.78B,-2.61%,"Nov 28, 2004","1191,17","1182,65","1197,46","1172,37",8.05B,0.72%
"Nov 21, 2004","1,15","1,04","1,17","1,03",5.42B,16.16%,"Nov 21, 2004","1182,65","1170,34","1186,62","1167,89",4.48B,1.05%
"Nov 14, 2004","0,99","0,98","1,02","0,97",2.30B,0.00%,"Nov 14, 2004","1170,34","1184,17","1188,46","1169,19",7.49B,-1.17%
"Nov 07, 2004","0,99","0,97","0,99","0,95",2.32B,1.02%,"Nov 07, 2004","1184,17","1166,17","1184,17","1162,32",7.24B,1.54%
"Oct 31, 2004","0,98","0,94",1,"0,93",4.67B,4.26%,"Oct 31, 2004","1166,17","1130,2","1170,87","1127,6",8.33B,3.18%
"Oct 24, 2004","0,94","0,84","0,95","0,84",3.86B,10.59%,"Oct 24, 2004","1130,2","1095,74","1131,4","1090,29",7.94B,3.14%
"Oct 17, 2004","0,85","0,8","0,86","0,8",3.83B,4.94%,"Oct 17, 2004","1095,74","1108,2","1117,96","1094,25",7.94B,-1.12%
"Oct 10, 2004","0,81","0,69","0,82","0,67",5.78B,15.71%,"Oct 10, 2004","1108,2","1122,14","1127,01","1102,06",6.94B,-1.24%
"Oct 03, 2004","0,7","0,7","0,73","0,69",2.21B,1.45%,"Oct 03, 2004","1122,14","1131,5","1142,05","1120,19",7.11B,-0.83%
"Sep 26, 2004","0,69","0,66","0,7","0,66",1.92B,2.99%,"Sep 26, 2004","1131,5","1110,11","1131,64","1101,29",7.39B,1.93%
"Sep 19, 2004","0,67","0,66","0,69","0,66",1.80B,1.52%,"Sep 19, 2004","1110,11","1128,55","1131,54","1108,05",6.44B,-1.63%
"Sep 12, 2004","0,66","0,64","0,67","0,62",1.79B,3.13%,"Sep 12, 2004","1128,55","1123,92","1130,14","1119,82",6.30B,0.41%
"Sep 05, 2004","0,64","0,63","0,65","0,63",1.44B,1.59%,"Sep 05, 2004","1123,92","1113,63","1125,26","1113,62",5.09B,0.92%
"Aug 29, 2004","0,63","0,61","0,64","0,61",1.81B,3.28%,"Aug 29, 2004","1113,63","1107,77","1120,8","1094,72",5.17B,0.53%
"Aug 22, 2004","0,61","0,55","0,63","0,55",2.48B,10.91%,"Aug 22, 2004","1107,77","1098,35","1109,68","1092,82",5.18B,0.86%
"Aug 15, 2004","0,55","0,55","0,57","0,54",1.83B,0.00%,"Aug 15, 2004","1098,35","1064,8","1100,26","1064,8",6.21B,3.15%
"Aug 08, 2004","0,55","0,53","0,56","0,53",1.52B,3.77%,"Aug 08, 2004","1064,8","1063,97","1079,04","1060,72",6.32B,0.08%
"Aug 01, 2004","0,53","0,56","0,58","0,53",1.59B,-8.62%,"Aug 01, 2004","1063,97","1101,72","1108,6","1062,23",6.90B,-3.43%
"Jul 25, 2004","0,58","0,55","0,59","0,55",1.57B,5.45%,"Jul 25, 2004","1101,72","1086,2","1103,73","1078,78",7.41B,1.43%
"Jul 18, 2004","0,55","0,57","0,58","0,54",1.77B,-3.51%,"Jul 18, 2004","1086,2","1101,39","1116,27","1083,56",7.46B,-1.38%
"Jul 11, 2004","0,57","0,54","0,6","0,51",3.94B,5.56%,"Jul 11, 2004","1101,39","1112,81","1119,6","1101,07",6.64B,-1.03%
"Jul 04, 2004","0,54","0,56","0,56","0,53",1.19B,-1.82%,"Jul 04, 2004","1112,81","1125,38","1125,38","1108,72",5.20B,-1.12%
"Jun 27, 2004","0,55","0,61","0,61","0,53",2.74B,-8.33%,"Jun 27, 2004","1125,38","1134,43","1144,2","1123,06",6.78B,-0.80%
"Jun 20, 2004","0,6","0,59","0,6","0,57",1.76B,1.69%,"Jun 20, 2004","1134,43","1135,02","1146,34","1124,37",7.16B,-0.05%
"Jun 13, 2004","0,59","0,55","0,6","0,53",2.56B,7.27%,"Jun 13, 2004","1135,02","1136,47","1138,96","1122,16",6.49B,-0.13%
"Jun 06, 2004","0,55","0,52","0,55","0,51",1.32B,7.84%,"Jun 06, 2004","1136,47","1122,5","1142,18","1122,5",4.84B,1.24%
"May 30, 2004","0,51","0,5","0,52","0,49",1.15B,2.00%,"May 30, 2004","1122,5","1120,68","1129,17","1113,32",4.84B,0.16%
"May 23, 2004","0,5","0,49","0,51","0,48",1.26B,4.17%,"May 23, 2004","1120,68","1093,56","1123,95","1090,74",6.76B,2.48%
"May 16, 2004","0,48","0,48","0,49","0,47",1.26B,0.00%,"May 16, 2004","1093,56","1095,7","1105,93","1079,36",6.80B,-0.20%
"May 09, 2004","0,48","0,47","0,49","0,46",1.29B,0.00%,"May 09, 2004","1095,7","1098,7","1102,77","1076,32",7.90B,-0.27%
"May 02, 2004","0,48","0,46","0,49","0,46",1.51B,4.35%,"May 02, 2004","1098,7","1107,3","1127,74","1098,63",7.87B,-0.78%
"Apr 25, 2004","0,46","0,49","0,49","0,46",1.67B,-6.12%,"Apr 25, 2004","1107,3","1140,6","1146,56","1107,23",8.16B,-2.92%
"Apr 18, 2004","0,49","0,5","0,51","0,48",2.05B,-5.77%,"Apr 18, 2004","1140,6","1134,56","1142,77","1116,03",7.66B,0.53%
"Apr 11, 2004","0,52","0,49","0,53","0,47",3.48B,6.12%,"Apr 11, 2004","1134,61","1139,32","1147,78","1120,75",7.13B,-0.41%
